fight_id,fighter1_id,fighter1,fighter2_id,fighter2,result,bout,round,format,f1_wins,f1_losses,f1_draws,f1_no_contests,f1_height,f1_weight,f1_reach,f1_stance,f1_dob,f1_SLpM,f1_str_acc,f1_SApM,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_wins,f2_losses,f2_draws,f2_no_contests,f2_height,f2_weight,f2_reach,f2_stance,f2_dob,f2_SLpM,f2_str_acc,f2_SApM,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg
65,5078e1dacf9d25f4,Luana Santos,2c5f5749569eef66,Tainara Lisboa,Luana Santos,Women's Bantamweight Bout,2,3 Rnd (5-5-5),9,2,0,0,167.64,61.22,170.18,Orthodox,2000-04-16,3.69,0.52,3.4,0.62,1.91,0.5,0.83,1.3,7,3,0,0,170.18,61.22,170.18,Orthodox,1991-03-02,1.68,0.43,1.42,0.49,1.53,0.36,0.58,0.4
66,ac7c765882f2c68c,Elise Reed,cffb87059e645bd1,Denise Gomes,Denise Gomes,Women's Strawweight Bout,2,3 Rnd (5-5-5),8,5,0,0,160.02,52.15,160.02,Orthodox,1992-12-05,3.41,0.53,3.26,0.51,0.46,0.6,0.53,0.0,11,3,0,0,157.48,52.15,160.02,Orthodox,1999-12-30,4.59,0.5,3.04,0.51,1.19,0.36,0.67,0.8
67,b671bdf981ad527d,HyunSung Park,798e48f9e7f6ba22,Carlos Hernandez,HyunSung Park,Flyweight Bout,1,3 Rnd (5-5-5),10,0,0,0,170.18,56.69,167.64,Orthodox,1995-11-04,4.27,0.46,3.29,0.6,1.9,0.33,1.0,2.9,10,5,0,0,172.72,56.69,170.18,Orthodox,1993-10-25,3.83,0.45,3.5,0.5,1.56,0.21,0.65,0.2
68,31ef8b67e13495b3,Tecia Pennington,a3a542074109b347,Luana Pinheiro,Tecia Pennington,Women's Strawweight Bout,3,3 Rnd (5-5-5),15,7,0,0,154.94,52.15,152.4,Orthodox,1989-08-16,4.78,0.48,3.48,0.61,0.54,0.13,0.62,0.1,11,5,0,0,157.48,52.15,157.48,Orthodox,1992-11-18,3.29,0.39,4.06,0.6,2.33,0.37,0.71,0.2
69,b1b0729d27936f2f,Belal Muhammad,6b453bc35a823c3f,Jack Della Maddalena,Jack Della Maddalena,UFC Welterweight Title Bout,5,5 Rnd (5-5-5-5-5),24,4,0,1,180.34,77.1,182.88,Orthodox,1988-07-09,4.46,0.43,3.78,0.55,2.24,0.38,0.9,0.1,18,2,0,0,180.34,77.1,185.42,Switch,1996-09-10,6.84,0.52,4.53,0.64,0.16,0.11,0.69,0.2
70,132deb59abae64b1,Valentina Shevchenko,34ff304266360297,Manon Fiorot,Valentina Shevchenko,UFC Women's Flyweight Title Bout,5,5 Rnd (5-5-5-5-5),25,4,1,0,165.1,56.69,167.64,Southpaw,1988-03-07,3.14,0.52,2.06,0.63,2.62,0.6,0.75,0.3,12,2,0,0,170.18,56.69,165.1,Orthodox,1990-02-17,5.58,0.41,3.59,0.66,1.06,0.29,0.87,0.0
71,d0f3959b4a9747e6,Jose Aldo,24656ef4d605c96f,Aiemann Zahabi,Aiemann Zahabi,Featherweight Bout,3,3 Rnd (5-5-5),32,10,0,0,170.18,61.22,177.8,Orthodox,1986-09-09,3.65,0.46,3.81,0.6,0.47,0.51,0.92,0.1,13,2,0,0,172.72,61.22,172.72,Orthodox,1987-11-19,4.42,0.46,4.13,0.69,0.14,0.14,0.83,0.0
72,e8b731feff72294b,Alexa Grasso,262d32ebda89efc4,Natalia Silva,Natalia Silva,Women's Flyweight Bout,3,3 Rnd (5-5-5),16,5,1,0,165.1,56.69,167.64,Orthodox,1993-08-09,4.11,0.41,3.73,0.58,0.41,0.35,0.54,0.6,19,5,1,0,162.56,56.69,165.1,Southpaw,1997-02-03,5.04,0.46,2.46,0.65,0.34,0.25,0.92,0.0
73,c2299ec916bc7c56,Benoit Saint Denis,873626e5547b5235,Kyle Prepolec,Benoit Saint Denis,Lightweight Bout,2,3 Rnd (5-5-5),14,3,0,1,180.34,70.29,185.42,Southpaw,1995-12-18,5.39,0.55,4.61,0.41,4.19,0.39,0.7,1.5,18,9,0,0,177.8,70.29,177.8,Southpaw,1989-08-30,2.87,0.35,5.19,0.49,0.0,0.0,0.4,0.0
74,dd6103dd7127db1d,Mike Malott,feedf3053472fe56,Charles Radtke,Mike Malott,Welterweight Bout,2,3 Rnd (5-5-5),12,2,1,0,185.42,77.1,185.42,Orthodox,1991-11-07,4.09,0.47,2.96,0.54,2.08,0.56,0.16,0.7,10,5,0,0,175.26,77.1,182.88,Orthodox,1990-07-09,3.11,0.49,3.66,0.52,0.49,0.12,1.0,0.0
75,6a1901c62ab3870f,Jessica Andrade,a9e260472d321361,Jasmine Jasudavicius,Jasmine Jasudavicius,Women's Flyweight Bout,1,3 Rnd (5-5-5),26,14,0,0,154.94,52.15,157.48,Orthodox,1991-09-25,6.39,0.5,5.49,0.54,2.21,0.54,0.71,0.3,14,3,0,0,170.18,56.69,172.72,Orthodox,1989-03-01,3.71,0.45,3.63,0.51,2.61,0.44,0.75,0.6
76,476fe566d2df676e,Modestas Bukauskas,cd13728ae1151f46,Ion Cutelaba,Modestas Bukauskas,Light Heavyweight Bout,3,3 Rnd (5-5-5),18,6,0,0,190.5,92.97,198.12,Switch,1994-02-10,3.26,0.42,4.07,0.51,0.31,0.66,0.77,0.2,19,11,1,1,185.42,92.97,190.5,Southpaw,1993-12-14,4.26,0.43,3.34,0.47,3.77,0.49,0.75,0.1
77,b4b496ec2197ee3e,Navajo Stirling,64ad3e3b0efa30bb,Ivan Erslan,Navajo Stirling,Light Heavyweight Bout,3,3 Rnd (5-5-5),7,0,0,0,193.04,92.97,200.66,Orthodox,1997-11-07,6.43,0.52,2.49,0.61,1.2,0.3,0.78,0.0,14,5,0,1,187.96,92.97,182.88,Orthodox,1991-11-15,2.5,0.44,5.17,0.55,0.5,0.2,0.64,0.0
78,8e9eb3fc86db0f7d,Marc-Andre Barriault,12ebd7d157e91701,Bruno Silva,Marc-Andre Barriault,Middleweight Bout,1,3 Rnd (5-5-5),17,9,0,1,185.42,83.9,187.96,Orthodox,1990-02-18,6.02,0.47,5.57,0.52,0.21,0.25,0.67,0.1,23,13,0,0,182.88,83.9,187.96,Orthodox,1989-07-13,3.86,0.48,5.35,0.41,0.77,0.22,0.74,0.0
79,b67d6bacc68d4c92,Daniel Santos,d008d785f6347dc2,JeongYeong Lee,Daniel Santos,Featherweight Bout,3,3 Rnd (5-5-5),13,2,0,0,170.18,65.76,170.18,Orthodox,1995-03-12,4.74,0.4,4.96,0.51,3.03,0.39,0.73,0.0,11,3,0,0,177.8,65.76,185.42,Orthodox,1995-11-13,3.38,0.49,3.82,0.5,0.63,0.66,0.72,0.3
80,7b433309b0fd12aa,Brad Katona,a4dc0f2b95df4cc1,Bekzat Almakhan,Bekzat Almakhan,Bantamweight Bout,1,3 Rnd (5-5-5),16,5,0,0,167.64,61.22,162.56,Orthodox,1991-12-19,4.81,0.52,4.75,0.5,1.86,0.34,0.61,0.0,12,2,0,0,170.18,61.22,172.72,Orthodox,1997-10-08,0.68,0.4,4.29,0.32,0.0,0.0,0.0,0.0
81,65f09bacd3957381,Cory Sandhagen,aa72b0f831d0bfe5,Deiveson Figueiredo,Cory Sandhagen,Bantamweight Bout,2,5 Rnd (5-5-5-5-5),18,5,0,0,180.34,61.22,177.8,Switch,1992-04-20,5.06,0.45,3.34,0.56,1.28,0.34,0.63,0.3,24,5,1,0,165.1,61.22,172.72,Orthodox,1987-12-18,2.82,0.54,3.64,0.49,1.69,0.35,0.58,1.4
82,d549cefc7c54ab78,Reinier de Ridder,35673bf5204524ee,Bo Nickal,Reinier de Ridder,Middleweight Bout,2,3 Rnd (5-5-5),20,2,0,0,193.04,83.9,198.12,Southpaw,1990-09-07,3.25,0.6,2.21,0.44,4.74,0.38,0.66,1.4,7,1,0,0,185.42,83.9,193.04,Southpaw,1996-01-14,2.36,0.59,2.11,0.58,3.34,0.53,1.0,2.9
83,6d1bffff14897645,Santiago Ponzinibbio,8a1f3b5c526cd6e6,Daniel Rodriguez,Daniel Rodriguez,Welterweight Bout,3,3 Rnd (5-5-5),31,9,0,0,182.88,77.1,185.42,Orthodox,1986-09-26,4.78,0.41,4.68,0.61,0.6,0.27,0.71,0.0,19,5,0,0,185.42,77.1,187.96,Southpaw,1986-12-31,7.39,0.48,5.39,0.57,0.55,0.54,0.63,0.1
84,cc1a8b4b38b92c6d,Montel Jackson,850266b3dc4e506e,Daniel Marcos,Montel Jackson,Bantamweight Bout,3,3 Rnd (5-5-5),15,2,0,0,177.8,61.22,190.5,Southpaw,1992-04-24,3.22,0.53,1.39,0.62,3.24,0.62,0.68,0.4,17,1,0,1,170.18,61.22,175.26,Orthodox,1993-03-07,5.11,0.53,3.88,0.61,0.99,0.46,0.84,0.0
85,5c84f673b7bb7c15,Cameron Smotherman,1a2bf44edb8055b6,Serhiy Sidey,Serhiy Sidey,Bantamweight Bout,3,3 Rnd (5-5-5),12,6,0,0,175.26,61.22,175.26,Orthodox,1997-09-17,4.07,0.37,3.52,0.58,0.0,0.0,0.62,0.0,12,2,0,0,180.34,61.22,182.88,Switch,1996-07-04,4.49,0.39,4.26,0.54,1.58,0.25,0.2,1.3
86,18968f97ad34f15c,Jeremy Stephens,f6ad6a1e4d600e0d,Mason Jones,Mason Jones,Lightweight Bout,3,3 Rnd (5-5-5),28,20,0,1,175.26,70.29,180.34,Orthodox,1986-05-25,3.15,0.4,3.14,0.58,1.11,0.38,0.62,0.4,16,2,0,1,177.8,70.29,187.96,Orthodox,1995-04-26,5.56,0.41,4.46,0.48,4.24,0.52,0.8,0.0
87,3143bf892608139a,Yana Santos,b96619b3acd7d9da,Miesha Tate,Yana Santos,Women's Bantamweight Bout,3,3 Rnd (5-5-5),16,8,0,1,167.64,61.22,172.72,Orthodox,1989-11-11,4.42,0.58,3.07,0.52,0.87,0.5,0.53,0.1,20,10,0,0,167.64,61.22,165.1,Orthodox,1986-08-18,2.62,0.44,3.05,0.51,1.97,0.3,0.56,1.2
88,d5bab53a1a603aac,Ryan Loder,3bc3f60b21cddc6a,Azamat Bekoev,Azamat Bekoev,Middleweight Bout,1,3 Rnd (5-5-5),8,2,0,0,187.96,83.9,193.04,Southpaw,1991-06-05,5.76,0.71,2.51,0.5,1.57,0.14,1.0,1.6,20,3,0,0,182.88,83.9,182.88,Orthodox,1995-12-30,7.59,0.61,4.48,0.46,2.59,0.33,1.0,0.0
89,cd2c4d30c6e13b47,Marina Rodriguez,38c7f72747f4f712,Gillian Robertson,Gillian Robertson,Women's Strawweight Bout,2,3 Rnd (5-5-5),17,6,2,0,167.64,52.15,165.1,Orthodox,1987-04-29,4.51,0.46,3.01,0.55,0.27,0.5,0.61,0.3,16,8,0,0,165.1,52.15,160.02,Orthodox,1995-05-17,2.86,0.48,2.86,0.56,2.74,0.4,0.41,0.9
90,96924b0019b3aff1,Gaston Bolanos,32feae6d9a1e5047,Quang Le,Quang Le,Bantamweight Bout,2,3 Rnd (5-5-5),8,5,0,0,170.18,61.22,175.26,Orthodox,1992-09-14,3.28,0.49,2.4,0.5,0.66,1.0,0.42,0.0,9,2,0,0,167.64,61.22,177.8,Orthodox,1991-10-18,2.7,0.37,4.53,0.47,3.15,0.35,1.0,0.5
91,764d39074a352e33,Thomas Petersen,1a9480fc288e55d7,Don'Tale Mayes,Thomas Petersen,Heavyweight Bout,3,3 Rnd (5-5-5),10,3,0,0,185.42,119.73,187.96,Southpaw,1995-03-30,3.74,0.59,2.94,0.57,4.42,0.66,1.0,0.6,11,9,0,1,198.12,117.91,205.74,Orthodox,1992-01-16,3.22,0.43,3.61,0.46,0.59,0.38,0.46,0.0
92,aa0c573da7119292,Juliana Miller,38c5817ade8a8014,Ivana Petrovic,Juliana Miller,Women's Flyweight Bout,3,3 Rnd (5-5-5),5,3,0,0,170.18,56.69,167.64,Orthodox,1996-05-07,2.73,0.44,3.78,0.36,2.2,0.38,0.44,1.3,7,3,0,0,172.72,56.69,177.8,Southpaw,1994-06-11,1.91,0.41,2.05,0.56,2.12,0.38,0.61,0.8
93,442c9011034ae1fd,Ian Machado Garry,7ee0fd831c0fe7c3,Carlos Prates,Ian Machado Garry,Welterweight Bout,5,5 Rnd (5-5-5-5-5),16,1,0,0,190.5,77.1,187.96,Orthodox,1997-11-17,4.77,0.54,2.77,0.51,1.02,0.33,0.73,0.4,21,7,0,0,185.42,77.1,198.12,Switch,1993-08-17,3.6,0.54,4.79,0.48,0.25,1.0,0.83,0.0
94,d4c9dcd330403612,Anthony Smith,8a65fd9ba31fd3f7,Zhang Mingyang,Zhang Mingyang,Light Heavyweight Bout,1,3 Rnd (5-5-5),38,22,0,0,193.04,92.97,193.04,Orthodox,1988-07-26,3.19,0.49,5.04,0.44,0.44,0.22,0.5,0.6,19,6,0,0,187.96,92.97,190.5,Orthodox,1998-08-16,10.91,0.64,4.55,0.53,0.0,0.0,0.5,0.0
95,9560ff14eb3129f7,Giga Chikadze,ffe9703408fb5964,David Onama,David Onama,Featherweight Bout,3,3 Rnd (5-5-5),15,5,0,0,182.88,65.76,187.96,Orthodox,1988-08-25,3.82,0.42,3.48,0.6,0.19,0.33,0.65,0.2,14,2,0,0,180.34,65.76,187.96,Orthodox,1994-06-07,5.24,0.5,4.73,0.52,1.08,0.3,0.52,0.5
96,595db60957de51d3,Michel Pereira,36b8f265bcd1b7a4,Abus Magomedov,Abus Magomedov,Middleweight Bout,3,3 Rnd (5-5-5),31,13,0,2,185.42,83.9,185.42,Orthodox,1993-10-06,4.5,0.52,4.33,0.51,1.14,0.52,0.76,0.7,28,6,1,0,187.96,83.9,198.12,Orthodox,1990-09-02,3.21,0.48,3.68,0.56,2.65,0.57,1.0,0.2
97,c6aee362c7a7d482,Randy Brown,9d19d9e4aa2662e8,Nicolas Dalby,Randy Brown,Welterweight Bout,2,3 Rnd (5-5-5),20,6,0,0,190.5,77.1,198.12,Orthodox,1990-07-08,4.47,0.47,3.26,0.54,0.79,0.39,0.73,0.6,23,6,1,2,180.34,77.1,187.96,Orthodox,1984-11-16,4.05,0.43,3.69,0.52,0.98,0.27,0.58,0.1
98,b07aed698fba8624,Ikram Aliskerov,886264a0c9f4ea5e,Andre Muniz,Ikram Aliskerov,Middleweight Bout,1,3 Rnd (5-5-5),16,2,0,0,182.88,83.9,193.04,Southpaw,1992-12-07,7.76,0.62,5.78,0.41,1.14,0.33,1.0,1.1,24,7,0,0,185.42,83.9,198.12,Southpaw,1990-02-17,2.04,0.49,2.33,0.51,4.02,0.49,0.35,1.2
99,67c1d46f4ed16f9e,Matt Schnell,09e62c450e754913,Jimmy Flick,Matt Schnell,Flyweight Bout,3,3 Rnd (5-5-5),17,9,0,1,172.72,56.69,177.8,Orthodox,1990-01-15,4.13,0.4,4.17,0.55,0.49,0.4,0.43,1.2,17,9,0,0,170.18,56.69,172.72,Orthodox,1990-09-07,1.67,0.5,4.7,0.43,2.36,0.33,0.0,3.5
100,d9a56ecb6e94f02e,Evan Elder,b2a78df161bd67f9,Gauge Young,Evan Elder,Lightweight Bout,3,3 Rnd (5-5-5),10,2,0,0,177.8,70.29,182.88,Switch,1997-04-11,5.66,0.5,4.94,0.57,0.48,0.15,0.4,0.5,9,3,0,0,175.26,70.29,177.8,Orthodox,2000-07-14,4.83,0.48,6.53,0.44,0.0,0.0,0.64,0.0
101,45f0cc9d18f35137,Chris Gutierrez,5fa2974cbd18e05c,John Castaneda,Chris Gutierrez,Featherweight Bout,3,3 Rnd (5-5-5),22,6,2,0,175.26,61.22,170.18,Orthodox,1991-04-22,4.59,0.58,2.65,0.63,0.24,0.25,0.7,0.1,21,8,0,0,167.64,61.22,180.34,Switch,1991-12-18,4.42,0.5,4.94,0.53,1.68,0.37,0.73,0.1
102,da22387a0407a2dc,Da'Mon Blackshear,1897b7b913736a7c,Alatengheili,Da'Mon Blackshear,Bantamweight Bout,3,3 Rnd (5-5-5),17,7,1,0,177.8,61.22,182.88,Switch,1994-08-12,4.7,0.46,4.15,0.52,1.56,0.36,0.71,1.6,17,10,2,0,165.1,61.22,167.64,Orthodox,1991-12-14,2.82,0.32,5.12,0.57,1.74,0.43,0.75,0.0
103,2e45d08b3f2f02c8,Malcolm Wellmaker,3c8a5200436e19f3,Cameron Saaiman,Malcolm Wellmaker,Bantamweight Bout,1,3 Rnd (5-5-5),10,0,0,0,177.8,61.22,180.34,Switch,1994-06-04,7.2,0.62,4.8,0.6,0.0,0.0,1.0,0.0,9,3,0,0,172.72,61.22,170.18,Southpaw,2000-12-20,5.3,0.46,4.14,0.51,0.89,0.28,0.47,0.7
104,bc7d1ad49fcb2d08,Jaqueline Amorim,9673a497a9da119a,Polyana Viana,Jaqueline Amorim,Women's Strawweight Bout,2,3 Rnd (5-5-5),10,1,0,0,160.02,52.15,172.72,Orthodox,1995-06-24,2.68,0.53,1.43,0.64,2.22,0.37,0.0,4.8,13,8,0,0,165.1,52.15,170.18,Orthodox,1992-06-14,2.74,0.4,2.5,0.53,0.75,0.33,0.35,1.7
105,0e46690e55a8df75,Timmy Cuamba,15ea371202eb25e1,Roberto Romero,Timmy Cuamba,Featherweight Bout,2,3 Rnd (5-5-5),9,3,0,0,175.26,65.76,180.34,Orthodox,1999-02-08,3.12,0.42,4.3,0.58,1.11,0.26,0.8,0.0,8,5,1,0,172.72,65.76,177.8,Orthodox,2000-01-30,4.56,0.49,6.44,0.44,0.0,0.0,0.71,0.0
106,af9efbfd63d39734,Chelsea Chandler,f9ab66e67240db7b,Joselyne Edwards,Joselyne Edwards,Women's Bantamweight Bout,1,3 Rnd (5-5-5),6,4,0,0,172.72,61.22,172.72,Southpaw,1990-11-23,3.55,0.45,4.44,0.4,0.87,0.6,0.28,0.0,15,6,0,0,172.72,61.22,177.8,Orthodox,1995-09-29,4.62,0.53,3.2,0.49,1.31,0.41,0.61,0.6
107,e1248941344b3288,Alexander Volkanovski,f166e93d04a8c274,Diego Lopes,Alexander Volkanovski,UFC Featherweight Title Bout,5,5 Rnd (5-5-5-5-5),27,4,0,0,167.64,65.76,180.34,Orthodox,1988-09-29,6.18,0.56,3.36,0.58,1.67,0.34,0.7,0.2,26,7,0,0,180.34,65.76,182.88,Orthodox,1994-12-30,3.7,0.47,4.76,0.46,0.35,0.4,0.67,1.9
108,4b93a88f3b1de35b,Michael Chandler,7826923b47f8d72a,Paddy Pimblett,Paddy Pimblett,Lightweight Bout,3,5 Rnd (5-5-5-5-5),23,10,0,0,172.72,70.29,180.34,Orthodox,1986-04-24,4.04,0.49,4.52,0.43,1.96,0.41,0.61,0.6,23,3,0,0,177.8,70.29,185.42,Orthodox,1995-01-03,5.19,0.53,3.14,0.42,0.96,0.28,0.5,1.7
109,cbf5e6f231b55443,Yair Rodriguez,98a58c26c5b1ed17,Patricio Freire,Yair Rodriguez,Featherweight Bout,3,3 Rnd (5-5-5),21,6,0,1,180.34,65.76,180.34,Orthodox,1992-10-06,4.65,0.46,3.78,0.52,0.71,0.29,0.59,0.6,36,8,0,0,167.64,65.76,170.18,Orthodox,1987-07-07,2.45,0.4,4.48,0.57,0.69,0.2,0.88,0.7
110,d9c6f19f958643e9,Bryce Mitchell,52ef95b5860fb28c,Jean Silva,Jean Silva,Featherweight Bout,2,3 Rnd (5-5-5),17,4,0,0,177.8,61.22,177.8,Southpaw,1994-10-04,2.44,0.59,1.64,0.6,3.27,0.36,0.33,1.3,16,2,0,0,170.18,65.76,175.26,Orthodox,1996-12-27,4.87,0.52,4.13,0.56,0.6,0.5,0.86,0.9
111,1091d4d957141094,Nikita Krylov,2e19380f34871c6a,Dominick Reyes,Dominick Reyes,Light Heavyweight Bout,1,3 Rnd (5-5-5),30,10,0,0,190.5,92.97,195.58,Orthodox,1992-03-07,4.33,0.54,2.49,0.44,2.24,0.38,0.53,1.4,15,4,0,0,193.04,92.97,195.58,Southpaw,1989-12-26,5.58,0.54,3.54,0.5,0.31,0.28,0.82,0.3
112,82a5152216251682,Dan Ige,4682bc59d5f55145,Sean Woodson,Dan Ige,Featherweight Bout,3,3 Rnd (5-5-5),19,9,0,0,170.18,65.76,180.34,Orthodox,1991-08-06,3.67,0.45,3.55,0.56,0.94,0.25,0.58,0.2,13,2,1,0,187.96,65.76,198.12,Orthodox,1992-06-07,5.57,0.46,4.18,0.58,0.58,0.55,0.84,0.3
113,c41d426cc7326d1b,Yan Xiaonan,7dda2cf308f24a02,Virna Jandiroba,Virna Jandiroba,Women's Strawweight Bout,3,3 Rnd (5-5-5),19,5,0,1,165.1,52.15,160.02,Orthodox,1989-06-16,4.69,0.45,3.23,0.6,0.84,0.73,0.64,0.0,22,3,0,0,160.02,52.15,162.56,Orthodox,1988-05-30,1.97,0.38,2.55,0.57,2.37,0.33,0.73,1.8
114,d1941565abf50b16,Jim Miller,971246648e162f0d,Chase Hooper,Chase Hooper,Lightweight Bout,3,3 Rnd (5-5-5),38,19,0,1,172.72,70.29,180.34,Southpaw,1983-08-30,2.92,0.42,3.44,0.56,1.5,0.45,0.48,1.7,16,3,1,0,185.42,70.29,187.96,Southpaw,1999-09-13,4.53,0.51,2.96,0.38,2.59,0.34,0.55,2.2
115,92a9aa9c93192871,Darren Elkins,902ec2cc48c8ae8a,Julian Erosa,Julian Erosa,Featherweight Bout,1,3 Rnd (5-5-5),29,12,0,0,177.8,65.76,180.34,Orthodox,1984-05-16,3.4,0.38,3.34,0.51,2.87,0.34,0.56,1.1,31,13,0,0,185.42,65.76,187.96,Southpaw,1989-07-31,6.21,0.48,6.27,0.48,1.78,0.43,0.61,0.7
116,4e6738062d469256,Sedriques Dumas,0d65c432720accb9,Michal Oleksiejczuk,Michal Oleksiejczuk,Middleweight Bout,1,3 Rnd (5-5-5),10,3,0,0,187.96,83.9,200.66,Orthodox,1995-08-06,2.1,0.45,2.5,0.55,1.25,0.35,0.4,0.2,20,9,0,1,182.88,83.9,187.96,Southpaw,1995-02-22,5.27,0.51,4.51,0.59,1.05,0.43,0.48,0.0
117,3cf18e01cb6cbde3,Sumudaerji,0be6776db31d98ec,Mitch Raposo,Sumudaerji,Flyweight Bout,3,3 Rnd (5-5-5),17,7,0,0,172.72,56.69,182.88,Southpaw,1996-01-20,4.4,0.51,2.63,0.6,0.18,0.25,0.67,0.7,9,3,0,0,165.1,56.69,162.56,Switch,1998-10-16,1.62,0.33,3.2,0.55,3.54,0.37,0.5,0.0
118,147e70aa6cc48cfc,Tresean Gore,9384e71bca6c409d,Marco Tulio,Marco Tulio,Middleweight Bout,2,3 Rnd (5-5-5),6,3,0,0,182.88,83.9,190.5,Switch,1994-06-21,2.77,0.46,8.16,0.39,2.62,0.75,0.83,1.3,14,1,0,0,182.88,83.9,187.96,Orthodox,1994-06-13,7.54,0.6,2.53,0.61,0.88,0.2,0.0,0.4
119,f2b3f4ef3f780168,Nora Cornolle,3c26c420584d912d,Hailey Cowan,Nora Cornolle,Women's Bantamweight Bout,2,3 Rnd (5-5-5),9,2,0,0,170.18,61.22,170.18,Orthodox,1989-12-06,3.07,0.54,1.91,0.62,0.33,0.11,0.5,0.3,7,4,0,0,172.72,61.22,170.18,Southpaw,1992-02-12,2.5,0.42,2.79,0.33,1.63,0.36,0.8,0.0
120,fba03cd6cc28dc41,Josh Emmett,396fe87b84ac2e1c,Lerone Murphy,Lerone Murphy,Featherweight Bout,5,5 Rnd (5-5-5-5-5),19,5,0,0,167.64,65.76,177.8,Orthodox,1985-03-04,3.75,0.35,4.46,0.6,1.09,0.37,0.46,0.1,16,0,1,0,175.26,65.76,185.42,Orthodox,1991-07-22,4.53,0.54,2.48,0.61,1.45,0.54,0.52,0.5
121,b8bbdeff718dbb7d,Pat Sabatini,791c8437b341fba5,Joanderson Brito,Pat Sabatini,Featherweight Bout,3,3 Rnd (5-5-5),20,5,0,0,172.72,65.76,177.8,Orthodox,1990-11-09,1.87,0.62,1.22,0.49,3.98,0.48,0.5,1.8,17,5,1,0,172.72,65.76,182.88,Orthodox,1995-02-11,2.48,0.5,2.49,0.42,2.49,0.68,0.56,1.0
122,8173f134396cb971,Cortavious Romious,117a06469813e4ef,ChangHo Lee,ChangHo Lee,Bantamweight Bout,2,3 Rnd (5-5-5),9,4,0,0,162.56,61.22,172.72,Southpaw,1994-01-06,1.91,0.38,3.46,0.39,2.29,0.66,0.64,0.8,11,1,0,0,172.72,61.22,175.26,Orthodox,1994-05-09,4.92,0.67,2.35,0.39,3.27,0.33,0.37,0.4
123,0c6d9ea8306c029e,Brad Tavares,6ac9bc2953c47345,Gerald Meerschaert,Brad Tavares,Middleweight Bout,3,3 Rnd (5-5-5),21,11,0,0,185.42,83.9,187.96,Orthodox,1987-12-21,3.42,0.43,3.28,0.55,0.71,0.26,0.81,0.0,37,19,0,0,185.42,83.9,195.58,Southpaw,1987-12-18,3.05,0.45,3.43,0.53,1.86,0.31,0.42,1.4
124,6d68c1afe954f121,Ode Osbourne,29162be25ebef5f0,Luis Gurule,Ode Osbourne,Flyweight Bout,2,3 Rnd (5-5-5),13,8,0,1,170.18,56.69,185.42,Southpaw,1992-01-09,3.2,0.4,3.82,0.46,1.11,0.28,0.65,0.6,10,1,0,0,165.1,56.69,162.56,Orthodox,1993-11-16,5.34,0.48,3.74,0.58,0.68,0.16,0.5,0.0
125,fbb60f24af5d5a02,Torrez Finney,0cd0456d6029cec2,Robert Valentin,Torrez Finney,Middleweight Bout,3,3 Rnd (5-5-5),11,0,0,0,172.72,83.9,190.5,Orthodox,1998-10-24,1.77,0.68,1.74,0.48,9.31,0.6,0.0,1.1,11,5,0,1,187.96,83.9,195.58,Orthodox,1995-03-31,1.1,0.58,2.11,0.23,0.0,0.0,0.55,1.4
126,d7e40dca3ae125be,Diana Belbita,27b388f0aab49780,Dione Barbosa,Dione Barbosa,Women's Flyweight Bout,1,3 Rnd (5-5-5),15,10,0,0,170.18,56.69,172.72,Orthodox,1996-06-26,6.45,0.41,6.55,0.51,0.86,0.62,0.64,0.0,8,3,0,0,167.64,56.69,167.64,Orthodox,1992-05-08,2.35,0.5,2.73,0.67,1.93,0.33,0.42,2.3
127,f748267c4ab6c127,Rhys McKee,7cec3c4a5e7b6d68,Daniel Frunza,Rhys McKee,Welterweight Bout,1,3 Rnd (5-5-5),14,6,1,0,187.96,77.1,198.12,Orthodox,1995-09-10,5.16,0.44,7.92,0.46,0.0,0.0,0.41,0.0,9,3,0,0,185.42,77.1,185.42,Orthodox,1994-04-13,6.3,0.4,6.67,0.56,0.0,0.0,0.6,0.0
128,4e30e4250cb08b61,Loma Lookboonmee,efc67b07eed39794,Istela Nunes,Loma Lookboonmee,Women's Strawweight Bout,3,3 Rnd (5-5-5),10,3,0,0,154.94,52.15,154.94,Orthodox,1996-01-18,3.87,0.56,2.47,0.52,2.03,0.51,0.73,0.1,6,6,0,1,162.56,52.15,167.64,Orthodox,1992-07-23,4.28,0.47,4.07,0.59,0.0,0.0,0.47,0.0
129,eb8d8c2a95cfccb8,Victor Henry,f7be1db194e03d7e,Pedro Falcao,Victor Henry,Bantamweight Bout,3,3 Rnd (5-5-5),25,7,0,1,170.18,61.22,172.72,Switch,1987-05-04,7.17,0.53,5.19,0.48,1.04,0.42,0.81,0.3,16,5,0,0,167.64,61.22,167.64,Orthodox,1992-07-30,3.21,0.48,3.39,0.5,2.73,0.25,0.66,0.0
