result,f1_wins,f1_losses,f1_draws,f1_no_contests,f1_height,f1_weight,f1_reach,f1_SLpM,f1_str_acc,f1_SApM,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_wins,f2_losses,f2_draws,f2_no_contests,f2_height,f2_weight,f2_reach,f2_SLpM,f2_str_acc,f2_SApM,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg,title_fight,female,f1_stance_Open Stance,f1_stance_Orthodox,f1_stance_Southpaw,f1_stance_Switch,f1_stance_Unknown,f2_stance_Open Stance,f2_stance_Orthodox,f2_stance_Sideways,f2_stance_Southpaw,f2_stance_Switch,f2_stance_Unknown,f1_age,f2_age
1,15,6,0,0,162.56,56.69,165.1,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,9,3,0,0,165.1,56.69,167.64,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.1,35.1
0,16,6,0,0,190.5,83.9,195.58,4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,30,9,0,0,185.42,83.9,190.5,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.7,46.4
1,24,4,0,0,172.72,61.22,172.72,3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1,35,11,0,0,167.64,61.22,170.18,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.3,46.2
1,26,8,0,0,180.34,65.76,175.26,7.16,0.47,4.76,0.59,0.25,0.53,0.83,0.3,20,8,0,0,172.72,65.76,180.34,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.6,43.1
1,32,15,0,0,180.34,83.9,187.96,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,34,10,1,2,175.26,83.9,180.34,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.9,47.4
1,30,9,0,1,175.26,70.29,182.88,5.3,0.5,4.33,0.52,1.24,0.36,0.64,1.3,32,17,1,1,177.8,70.29,180.34,6.4,0.52,3.72,0.62,1.22,0.39,0.74,0.3,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.5,38.8
1,16,4,0,1,172.72,65.76,175.26,4.08,0.37,6.59,0.49,1.07,0.26,0.55,1.1,38,22,0,0,170.18,70.29,177.8,2.63,0.33,3.0,0.61,3.1,0.35,0.66,0.6,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.4,43.6
1,23,6,1,0,177.8,70.29,182.88,3.78,0.49,2.61,0.57,2.12,0.38,0.82,0.8,13,5,0,0,190.5,70.29,193.04,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.2,38.4
0,14,9,0,0,165.1,52.15,170.18,2.63,0.33,5.05,0.45,1.29,0.18,0.36,0.5,26,14,0,0,154.94,52.15,157.48,6.39,0.5,5.49,0.54,2.21,0.54,0.71,0.3,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.5,33.8
0,21,11,0,1,185.42,65.76,185.42,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,21,15,0,1,177.8,65.76,185.42,4.21,0.49,3.09,0.62,0.54,0.68,0.64,0.7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.2,37.1
1,29,7,0,0,185.42,83.9,193.04,5.95,0.42,4.57,0.6,0.73,0.64,0.76,0.2,12,3,0,0,190.5,83.9,185.42,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.4,33.8
0,7,3,0,0,187.96,92.97,190.5,2.92,0.48,5.65,0.56,0.37,1.0,0.8,0.0,14,5,0,0,190.5,92.97,193.04,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,35.9
0,9,5,2,2,180.34,83.9,195.58,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,15,6,1,0,182.88,83.9,182.88,3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.1,39.0
1,8,7,0,0,180.34,70.29,180.34,6.0,0.37,5.52,0.59,0.0,0.0,0.46,0.0,16,11,3,0,180.34,70.29,177.8,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.7,36.8
0,22,5,0,0,170.18,65.76,177.8,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0.0,14,7,0,0,172.72,61.22,165.1,2.88,0.39,3.64,0.59,0.93,0.27,0.83,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,34.0
0,34,9,0,1,167.64,65.76,177.8,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,28,20,0,1,175.26,70.29,180.34,3.15,0.4,3.14,0.58,1.11,0.38,0.62,0.4,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.5,39.1
0,16,7,0,0,177.8,77.1,177.8,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,19,9,0,0,175.26,77.1,180.34,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.9,40.9
1,24,13,0,0,187.96,83.9,190.5,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,12,5,0,0,185.42,83.9,195.58,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.6,46.3
0,35,17,0,0,180.34,77.1,187.96,4.05,0.47,3.05,0.64,1.38,0.59,0.72,0.3,18,6,0,1,180.34,77.1,182.88,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.7,38.9
0,28,16,0,1,177.8,77.1,182.88,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,17,6,0,0,180.34,70.29,177.8,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.3,41.2
1,13,6,0,0,167.64,61.22,167.64,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5,15,11,0,1,167.64,56.69,167.64,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.8,39.0
1,15,8,0,1,172.72,70.29,177.8,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,14,7,0,0,177.8,65.76,182.88,1.56,0.35,2.32,0.59,1.45,0.35,0.2,1.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8,37.8
1,13,10,0,0,190.5,104.31,198.12,5.8,0.44,5.08,0.5,0.71,0.33,0.67,0.6,12,2,0,0,190.5,83.9,,1.79,0.52,3.49,0.45,2.83,0.5,0.66,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.7,40.9
1,16,6,0,0,177.8,77.1,180.34,2.33,0.42,2.82,0.47,1.02,0.42,0.81,1.0,14,6,0,0,182.88,70.29,180.34,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.8,38.5
0,24,5,0,0,170.18,65.76,180.34,4.41,0.52,2.21,0.58,2.51,0.29,0.42,0.7,21,9,0,0,172.72,61.22,172.72,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,40.9
0,5,3,0,0,190.5,113.38,203.2,4.08,0.45,6.37,0.43,2.02,0.3,0.33,1.0,8,4,0,0,190.5,92.97,193.04,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.2,38.0
0,24,9,1,0,193.04,104.76,195.58,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,20,5,0,0,193.04,108.84,203.2,4.67,0.52,4.01,0.52,1.74,0.34,0.65,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,42.9
1,26,10,0,1,185.42,83.9,182.88,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3,26,14,0,1,182.88,83.9,187.96,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.6,48.3
1,21,2,0,1,172.72,65.76,172.72,7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4,10,7,1,0,175.26,61.22,167.64,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,42.9
1,27,14,1,0,185.42,92.97,193.04,3.57,0.5,2.79,0.54,2.01,0.48,0.49,0.7,14,5,0,0,190.5,92.97,200.66,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.6,35.8
0,15,8,0,0,180.34,83.9,182.88,3.04,0.48,3.95,0.5,1.22,0.5,0.62,0.8,18,12,0,0,182.88,83.9,182.88,5.35,0.48,4.59,0.44,0.13,0.22,0.5,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.5,36.2
1,28,11,0,0,185.42,77.1,182.88,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0,26,19,0,0,182.88,77.1,190.5,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.7,44.5
1,22,11,0,0,187.96,92.97,193.04,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,35,19,2,0,182.88,83.9,187.96,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.5,46.2
1,28,9,0,0,175.26,77.1,177.8,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,15,8,0,1,177.8,70.29,190.5,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.9,37.9
1,31,9,0,0,160.02,61.22,170.18,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,22,8,0,0,172.72,61.22,180.34,5.49,0.46,3.67,0.57,0.79,0.34,0.42,0.4,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.1,38.1
1,23,10,0,0,187.96,92.97,190.5,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,10,7,0,0,187.96,92.97,193.04,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.1,44.7
0,14,6,1,0,182.88,77.1,182.88,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4,15,3,1,0,182.88,77.1,190.5,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,32.1
1,20,7,1,0,180.34,70.29,182.88,4.17,0.48,3.57,0.59,1.67,0.41,0.62,0.5,20,6,1,0,172.72,70.29,172.72,3.17,0.39,3.07,0.63,2.13,0.39,1.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.1,34.5
1,47,19,0,1,193.04,120.18,203.2,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,34,24,0,2,190.5,108.84,195.58,3.82,0.45,3.22,0.57,0.37,0.35,0.76,0.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.2,46.4
0,19,12,1,0,193.04,119.73,208.28,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,33,13,0,0,210.82,120.18,213.36,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.8,37.4
0,18,4,0,0,180.34,77.1,185.42,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0,19,6,1,0,180.34,77.1,182.88,1.77,0.61,3.06,0.48,2.0,0.52,0.68,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.5,37.0
1,10,5,0,0,175.26,61.22,180.34,2.57,0.46,2.0,0.65,0.0,0.0,0.65,0.4,3,2,0,0,160.02,52.15,,3.68,0.49,4.64,0.56,0.0,0.0,0.33,0.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.2,40.8
1,30,10,0,0,190.5,92.97,195.58,4.33,0.54,2.49,0.44,2.24,0.38,0.53,1.4,19,7,0,1,185.42,92.97,190.5,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.4,45.4
1,16,9,0,0,160.02,52.15,162.56,5.54,0.43,5.51,0.57,0.31,0.22,0.74,0.2,7,6,0,0,167.64,52.15,162.56,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.7,44.8
1,24,4,0,0,172.72,70.29,185.42,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1,12,3,0,0,177.8,70.29,177.8,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.7,37.8
1,14,5,0,0,195.58,83.9,200.66,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0,13,6,0,0,185.42,83.9,182.88,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.3,42.9
0,10,5,0,0,180.34,70.29,185.42,3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0,19,5,0,0,167.64,65.76,177.8,3.75,0.35,4.46,0.6,1.09,0.37,0.46,0.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.9,40.4
0,13,3,0,0,180.34,70.29,185.42,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,14,6,0,0,180.34,70.29,185.42,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.2,47.1
1,19,2,0,0,165.1,56.69,167.64,3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0,16,13,0,0,162.56,56.69,162.56,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.8,45.9
1,22,5,0,1,187.96,77.1,187.96,2.62,0.54,2.42,0.53,1.18,0.36,0.63,0.4,9,5,0,0,185.42,77.1,200.66,0.48,0.23,2.53,0.39,4.07,0.52,0.28,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.9,36.3
1,21,6,2,0,177.8,56.69,180.34,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2,12,7,0,0,172.72,56.69,182.88,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.8,38.5
1,28,1,0,1,193.04,112.47,213.36,4.38,0.58,2.24,0.64,1.89,0.45,0.95,0.5,27,18,0,0,190.5,92.97,203.2,3.03,0.47,3.33,0.47,1.09,0.36,0.67,0.5,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,42.3
1,27,3,1,0,160.02,56.69,167.64,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,16,5,0,0,162.56,61.22,162.56,3.82,0.47,3.46,0.59,1.84,0.31,0.76,0.1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.9,38.4
0,24,10,0,0,177.8,70.29,182.88,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,24,12,0,0,180.34,70.29,190.5,4.11,0.44,4.65,0.56,0.45,0.5,0.72,0.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.5,39.5
1,27,8,0,0,182.88,83.9,185.42,4.54,0.43,3.41,0.59,0.8,0.38,0.81,0.0,21,9,1,0,182.88,83.9,195.58,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.6,42.6
1,21,6,0,1,180.34,65.76,180.34,4.65,0.46,3.78,0.52,0.71,0.29,0.59,0.6,24,12,0,1,180.34,65.76,187.96,3.84,0.37,4.15,0.51,2.17,0.44,0.7,0.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.8,35.1
1,18,5,0,0,167.64,56.69,175.26,3.88,0.37,2.91,0.65,0.85,0.4,0.67,0.4,9,3,0,0,170.18,56.69,172.72,2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.9,44.4
1,18,8,0,0,185.42,77.1,187.96,3.18,0.39,3.73,0.5,0.24,0.09,0.57,0.2,14,9,0,0,177.8,77.1,187.96,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,37.5
1,20,8,0,0,154.94,52.15,160.02,2.19,0.39,2.87,0.54,3.28,0.36,0.47,0.3,9,5,0,0,165.1,52.15,165.1,1.94,0.44,2.11,0.55,1.72,0.31,0.7,0.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.8,43.3
0,15,5,0,0,182.88,70.29,195.58,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3,13,5,0,0,190.5,70.29,193.04,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.4,38.4
1,13,10,0,1,195.58,113.38,195.58,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,12,3,0,0,190.5,111.11,,4.15,0.43,7.32,0.4,3.97,1.0,0.16,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.1,37.0
1,22,10,1,0,185.42,114.74,190.5,3.7,0.57,2.9,0.51,1.4,0.45,0.59,0.5,11,6,0,0,187.96,92.97,195.58,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.1,38.6
0,28,12,0,0,175.26,70.29,180.34,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,18,8,0,0,175.26,77.1,195.58,3.88,0.42,3.6,0.5,3.18,0.43,0.75,0.8,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.5,32.9
1,33,9,0,0,187.96,92.97,193.04,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,19,8,1,0,182.88,92.97,190.5,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.7,45.8
1,15,7,0,0,165.1,56.69,165.1,3.6,0.41,3.38,0.63,1.49,0.5,0.62,0.4,15,7,0,0,154.94,52.15,152.4,4.78,0.48,3.48,0.61,0.54,0.13,0.62,0.1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,35.9
1,29,0,0,0,177.8,70.29,177.8,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,13,4,0,0,177.8,70.29,177.8,2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.8,38.0
1,30,14,0,0,172.72,65.76,177.8,4.79,0.51,4.0,0.59,1.01,0.5,0.63,0.4,23,6,1,0,172.72,70.29,175.26,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.7,41.1
0,23,6,1,0,177.8,70.29,182.88,3.78,0.49,2.61,0.57,2.12,0.38,0.82,0.8,19,7,0,0,185.42,77.1,190.5,2.03,0.4,1.73,0.57,3.05,0.47,0.67,1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.2,37.6
0,11,6,1,0,165.1,61.22,162.56,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0,16,10,0,0,170.18,61.22,170.18,4.1,0.49,3.32,0.61,0.83,0.27,0.62,0.6,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.1,36.9
0,23,14,0,0,180.34,77.1,190.5,4.5,0.36,3.65,0.6,1.78,0.24,0.7,0.5,31,9,0,0,182.88,77.1,185.42,4.78,0.41,4.68,0.61,0.6,0.27,0.71,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.6,38.8
0,20,6,0,0,190.5,77.1,198.12,4.47,0.47,3.26,0.54,0.79,0.39,0.73,0.6,6,0,1,0,177.8,77.1,180.34,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,34.5
1,22,12,0,0,160.02,61.22,167.64,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0.0,15,10,0,1,165.1,61.22,170.18,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.8,44.2
0,6,4,0,0,180.34,83.9,198.12,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0,13,8,0,0,185.42,83.9,198.12,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.9,40.4
1,25,9,1,0,180.34,77.1,185.42,4.26,0.41,3.52,0.56,0.75,0.2,0.68,0.5,21,6,1,0,182.88,83.9,185.42,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.6,37.8
0,39,14,0,0,193.04,120.18,198.12,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,21,9,0,0,193.04,107.94,195.58,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.7,41.5
1,28,12,0,1,190.5,117.91,200.66,2.48,0.5,2.48,0.4,0.57,0.26,0.52,0.0,17,11,0,0,187.96,109.75,193.04,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.4,46.2
1,17,3,0,0,193.04,113.38,210.82,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3,19,5,0,1,193.04,120.18,203.2,3.56,0.5,2.0,0.58,5.38,0.48,0.31,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.9,34.4
1,12,4,0,0,190.5,120.18,195.58,3.43,0.45,3.08,0.44,1.09,0.24,0.69,0.0,27,9,0,0,190.5,112.93,198.12,3.6,0.48,3.31,0.55,1.39,0.33,0.75,0.1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.3,39.7
0,28,13,0,1,182.88,92.97,187.96,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,29,11,1,0,187.96,92.97,198.12,3.44,0.49,3.03,0.52,1.03,0.48,0.69,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.5,42.4
1,11,6,0,0,170.18,56.69,170.18,4.42,0.33,4.89,0.51,0.7,0.24,0.42,0.6,5,2,0,0,160.02,52.15,,2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.8,31.3
0,23,6,1,2,180.34,77.1,187.96,4.05,0.43,3.69,0.52,0.98,0.27,0.58,0.1,25,7,0,0,182.88,92.97,190.5,2.96,0.35,2.91,0.55,0.62,0.28,0.66,0.6,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.7,40.9
0,9,3,0,0,165.1,61.22,,0.11,0.07,7.36,0.31,0.0,0.0,0.0,12.1,23,9,1,0,167.64,61.22,170.18,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.7,35.9
1,27,6,0,0,175.26,70.29,185.42,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0,14,8,0,0,175.26,70.29,177.8,3.34,0.47,3.74,0.59,0.91,0.54,0.34,0.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.9,38.9
0,12,2,2,0,172.72,61.22,,0.0,0.0,0.88,0.33,0.0,0.0,0.0,0.0,10,6,0,0,165.1,61.22,177.8,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,35.4
