result,f1_wins,f1_losses,f1_draws,f1_no_contests,f1_height,f1_weight,f1_reach,f1_SLpM,f1_str_acc,f1_SApM,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_wins,f2_losses,f2_draws,f2_no_contests,f2_height,f2_weight,f2_reach,f2_SLpM,f2_str_acc,f2_SApM,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg,title_fight,female,f1_stance_Open Stance,f1_stance_Orthodox,f1_stance_Southpaw,f1_stance_Switch,f1_stance_Unknown,f2_stance_Open Stance,f2_stance_Orthodox,f2_stance_Sideways,f2_stance_Southpaw,f2_stance_Switch,f2_stance_Unknown,f1_age,f2_age
0,8,2,0,1,172.72,61.22,172.72,2.78,0.56,1.75,0.52,6.75,0.77,0.45,0.2,10,3,0,0,172.72,61.22,175.26,2.05,0.51,0.88,0.58,6.63,0.48,0.83,1.9,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.1,29.7
1,24,5,0,0,193.04,83.9,203.2,4.02,0.48,3.2,0.55,0.05,0.11,0.76,0.1,18,8,0,0,180.34,83.9,195.58,4.6,0.5,4.49,0.56,0.46,0.44,0.64,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,41.3
1,27,4,0,0,167.64,65.76,180.34,6.18,0.56,3.36,0.58,1.67,0.34,0.7,0.2,26,8,0,0,180.34,65.76,175.26,7.16,0.47,4.76,0.59,0.25,0.53,0.83,0.3,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.8,33.6
0,29,7,0,0,185.42,83.9,193.04,5.95,0.42,4.57,0.6,0.73,0.64,0.76,0.2,12,3,0,0,193.04,92.97,200.66,5.0,0.62,3.5,0.53,0.11,0.5,0.78,0.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.4,38.0
0,30,16,0,1,180.34,77.1,187.96,3.85,0.47,4.67,0.59,0.65,0.64,0.65,0.0,18,12,0,0,182.88,83.9,182.88,5.35,0.48,4.59,0.44,0.13,0.22,0.5,0.3,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.3,36.2
0,20,10,0,2,167.64,61.22,165.1,5.38,0.41,6.29,0.55,0.48,0.16,0.82,0.5,18,3,0,1,180.34,61.22,182.88,6.3,0.61,3.48,0.6,0.27,0.42,0.61,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.9,30.7
0,10,4,0,0,170.18,70.29,180.34,4.71,0.53,3.53,0.53,1.77,0.36,0.63,0.0,14,9,0,0,190.5,70.29,195.58,5.53,0.48,4.55,0.41,0.77,0.55,0.75,1.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.8,30.2
1,38,19,0,1,172.72,70.29,180.34,2.92,0.42,3.44,0.56,1.5,0.45,0.48,1.7,36,17,0,2,185.42,70.29,185.42,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9,42.3
1,16,1,0,0,190.5,77.1,187.96,4.77,0.54,2.77,0.51,1.02,0.33,0.73,0.4,12,5,0,0,177.8,70.29,185.42,5.6,0.45,6.19,0.47,0.71,0.5,0.5,0.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.7,32.2
0,21,11,0,0,185.42,83.9,187.96,3.42,0.43,3.28,0.55,0.71,0.26,0.81,0.0,23,2,0,0,185.42,83.9,193.04,6.12,0.48,4.9,0.54,2.55,0.5,0.5,0.7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.6,31.5
0,18,11,0,0,182.88,83.9,200.66,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,24,7,0,0,185.42,83.9,198.12,2.04,0.49,2.33,0.51,4.02,0.49,0.35,1.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,35.4
0,15,11,0,1,167.64,56.69,167.64,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,14,2,0,0,165.1,56.69,165.1,4.7,0.53,2.9,0.54,1.44,0.43,0.53,0.1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,27.2
0,11,9,0,1,165.1,61.22,162.56,3.73,0.51,3.51,0.58,1.66,0.42,0.62,0.3,11,9,2,0,170.18,56.69,167.64,2.49,0.39,4.54,0.46,0.93,0.27,0.54,1.7,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.6,32.3
0,22,3,0,0,170.18,70.29,182.88,3.79,0.48,1.84,0.53,3.25,0.37,0.75,0.0,25,3,0,1,177.8,70.29,177.8,3.35,0.51,3.04,0.59,5.33,0.36,0.9,0.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.8,34.6
0,29,14,0,0,190.5,77.1,203.2,3.43,0.46,2.48,0.51,2.12,0.38,0.53,0.2,19,0,0,0,185.42,77.1,195.58,3.25,0.6,2.17,0.51,1.4,0.25,0.85,1.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.9,30.7
1,15,8,0,0,193.04,120.18,200.66,4.55,0.48,4.88,0.41,0.98,0.33,0.46,0.2,8,3,0,2,190.5,110.2,200.66,5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,37.4
1,19,9,0,0,175.26,70.29,177.8,2.48,0.42,4.08,0.53,1.31,0.35,0.52,1.1,20,12,0,0,177.8,70.29,180.34,3.03,0.41,3.21,0.5,2.84,0.36,0.52,0.4,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.3,35.5
0,16,3,0,0,177.8,56.69,182.88,3.14,0.5,3.88,0.42,0.68,0.75,0.8,0.7,18,1,0,0,172.72,61.22,175.26,4.38,0.57,2.15,0.6,3.26,0.39,0.78,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,29.5
1,31,12,0,1,177.8,77.1,190.5,6.16,0.51,6.43,0.53,0.0,0.0,0.82,0.0,10,3,0,0,182.88,83.9,185.42,3.33,0.55,4.4,0.49,3.52,0.26,1.0,1.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,35.8
1,13,1,0,0,193.04,92.97,195.58,6.77,0.55,4.21,0.51,0.58,0.6,0.85,0.2,6,4,0,0,182.88,83.9,195.58,5.57,0.52,4.11,0.54,0.76,0.57,0.64,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.7,30.7
1,39,12,0,0,172.72,65.76,175.26,1.95,0.45,2.64,0.5,3.3,0.35,0.28,0.2,17,11,0,0,175.26,65.76,182.88,3.37,0.44,2.89,0.49,3.41,0.57,0.36,1.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.2,35.1
0,21,5,0,0,172.72,61.22,175.26,4.14,0.42,5.01,0.48,0.65,0.23,0.77,0.2,19,5,0,0,167.64,61.22,170.18,3.01,0.43,2.97,0.61,3.63,0.31,0.68,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.7,36.1
0,9,6,0,0,165.1,61.22,170.18,1.88,0.39,3.02,0.4,1.55,0.25,0.25,2.3,17,8,1,0,170.18,56.69,170.18,3.44,0.44,4.35,0.5,4.13,0.47,0.73,0.7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.2,34.3
0,24,16,0,0,167.64,61.22,167.64,3.31,0.41,4.59,0.54,1.68,0.41,0.6,0.7,16,2,0,0,175.26,61.22,175.26,6.13,0.49,4.45,0.55,1.67,0.33,0.67,0.8,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.9,32.0
1,11,8,0,0,157.48,56.69,149.86,3.37,0.39,5.39,0.41,0.32,0.09,0.26,0.4,11,10,0,0,160.02,52.15,165.1,2.97,0.43,4.23,0.52,1.02,0.36,0.9,0.3,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.8,40.2
0,23,9,0,0,180.34,65.76,182.88,4.6,0.38,6.62,0.53,0.36,0.29,0.77,0.1,19,5,0,0,167.64,65.76,177.8,3.75,0.35,4.46,0.6,1.09,0.37,0.46,0.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.3,40.4
0,33,17,1,1,187.96,77.1,190.5,5.04,0.49,3.65,0.6,1.14,0.4,0.64,0.2,28,13,0,1,190.5,77.1,205.74,4.24,0.5,3.11,0.5,0.81,0.39,0.55,0.6,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.4,32.7
1,21,7,0,0,177.8,77.1,193.04,3.88,0.36,2.93,0.59,1.54,0.45,0.72,0.1,16,5,0,0,180.34,83.9,190.5,2.99,0.4,3.01,0.59,1.97,0.29,0.66,0.6,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.2,36.5
1,24,3,0,0,177.8,70.29,187.96,3.36,0.42,2.44,0.61,1.0,0.28,0.7,0.0,13,5,0,0,180.34,70.29,182.88,3.53,0.45,4.22,0.54,0.61,0.15,0.75,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.4,33.5
0,9,6,0,0,187.96,83.9,182.88,5.06,0.45,5.35,0.5,0.0,0.0,0.54,2.6,17,6,0,0,190.5,83.9,190.5,5.54,0.51,5.04,0.5,2.21,0.38,0.9,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.2,33.4
1,17,6,0,0,170.18,61.22,177.8,6.23,0.41,5.75,0.54,0.0,0.0,0.81,0.0,8,3,0,0,175.26,61.22,177.8,5.55,0.47,4.85,0.45,0.0,0.0,0.52,1.4,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.6,38.5
0,14,3,0,0,170.18,56.69,172.72,3.71,0.45,3.63,0.51,2.61,0.44,0.75,0.6,19,5,1,0,162.56,56.69,165.1,5.04,0.46,2.46,0.65,0.34,0.25,0.92,0.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.4,28.4
0,23,14,0,0,180.34,77.1,190.5,4.5,0.36,3.65,0.6,1.78,0.24,0.7,0.5,12,4,1,0,175.26,77.1,187.96,2.41,0.43,1.31,0.48,3.08,0.44,0.8,0.8,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.6,38.7
1,17,7,0,0,175.26,65.76,182.88,2.97,0.36,4.06,0.54,2.57,0.57,0.7,0.7,11,5,1,0,172.72,65.76,170.18,2.86,0.38,3.83,0.5,1.95,0.6,0.87,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,38.3
1,13,7,0,0,167.64,52.15,175.26,5.03,0.38,5.76,0.44,0.95,0.44,0.47,0.0,6,5,0,0,165.1,52.15,170.18,4.89,0.53,3.77,0.66,0.74,0.37,0.65,0.5,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.6,30.1
0,24,16,1,0,170.18,61.22,175.26,3.4,0.29,3.76,0.68,0.34,0.33,0.86,0.1,21,8,1,0,167.64,61.22,162.56,4.32,0.46,3.91,0.6,2.17,0.37,0.76,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,35.7
1,12,6,0,0,182.88,83.9,195.58,5.33,0.59,3.72,0.55,2.11,0.34,0.9,0.2,7,3,0,0,167.64,83.9,177.8,4.55,0.44,6.21,0.46,4.28,0.52,0.4,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.5,36.1
1,15,3,0,0,187.96,83.9,193.04,3.58,0.42,3.56,0.49,1.11,0.4,0.33,0.9,11,4,0,1,190.5,83.9,193.04,3.22,0.52,2.94,0.42,2.12,0.25,0.82,1.9,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,32.4
0,33,9,0,0,187.96,92.97,193.04,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,31,5,1,0,190.5,92.97,203.2,5.74,0.55,5.7,0.43,0.6,0.6,0.68,0.2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.7,32.7
1,25,4,1,0,165.1,56.69,167.64,3.14,0.52,2.06,0.63,2.62,0.6,0.75,0.3,19,3,0,0,167.64,56.69,172.72,3.39,0.48,2.64,0.58,2.0,0.76,0.86,1.1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.4,32.1
1,26,3,0,0,162.56,52.15,160.02,5.15,0.53,2.77,0.54,2.24,0.45,0.74,0.5,16,5,0,0,167.64,52.15,165.1,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.9,37.9
0,16,8,0,1,182.88,77.1,187.96,3.3,0.41,6.26,0.45,0.25,1.0,0.66,0.0,21,7,0,0,180.34,77.1,185.42,3.45,0.43,2.63,0.61,1.46,0.41,0.67,0.6,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.3,30.9
1,18,2,0,0,180.34,77.1,185.42,6.84,0.52,4.53,0.64,0.16,0.11,0.69,0.2,20,6,0,0,177.8,77.1,193.04,2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.8,38.1
0,11,8,0,0,182.88,65.76,187.96,3.56,0.38,3.16,0.47,0.83,0.54,0.7,0.0,11,4,1,0,177.8,65.76,185.42,3.41,0.44,3.04,0.59,0.0,0.0,0.65,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.7,31.1
1,10,4,0,0,182.88,70.29,180.34,3.86,0.29,5.64,0.53,0.0,0.0,0.45,0.0,17,5,0,0,182.88,65.76,190.5,5.04,0.56,2.34,0.46,1.17,0.4,0.88,0.6,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.6,33.1
1,24,7,0,0,187.96,83.9,190.5,3.55,0.53,3.67,0.45,1.53,0.38,0.56,1.3,8,3,0,0,175.26,83.9,185.42,3.86,0.56,2.48,0.52,6.62,0.42,0.2,0.4,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.5,29.9
1,19,11,0,1,175.26,61.22,185.42,3.13,0.47,3.32,0.54,1.97,0.5,0.68,0.8,12,5,0,0,170.18,61.22,177.8,5.38,0.36,4.21,0.47,0.52,0.5,0.62,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.8,36.0
0,19,8,0,0,165.1,56.69,170.18,1.99,0.42,3.95,0.36,3.6,0.58,0.25,0.5,11,5,0,0,160.02,52.15,165.1,4.26,0.32,4.04,0.61,0.0,0.0,0.3,0.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,40.6
0,6,5,0,0,170.18,61.22,167.64,3.87,0.57,8.43,0.46,1.81,0.19,1.0,0.0,15,6,0,0,172.72,61.22,177.8,4.62,0.53,3.2,0.49,1.31,0.41,0.61,0.6,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.8,29.8
1,38,11,0,0,200.66,113.38,203.2,4.97,0.57,2.99,0.54,0.61,0.66,0.72,0.2,15,6,0,0,187.96,109.75,198.12,3.48,0.48,2.63,0.52,0.0,0.0,0.72,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.7,37.3
0,19,9,0,0,170.18,65.76,180.34,3.67,0.45,3.55,0.56,0.94,0.25,0.58,0.2,19,0,0,0,170.18,65.76,182.88,3.99,0.48,2.66,0.6,4.67,0.48,0.61,0.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.9,31.4
0,11,3,0,0,180.34,65.76,180.34,3.63,0.53,4.4,0.5,0.36,0.66,0.72,0.5,15,4,0,0,180.34,65.76,180.34,4.94,0.39,5.04,0.44,0.0,0.0,0.53,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.5,34.5
1,18,5,0,0,165.1,56.69,170.18,3.04,0.38,3.14,0.47,2.79,0.5,0.0,1.9,8,5,0,0,172.72,56.69,170.18,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.6,36.6
1,13,8,0,1,170.18,56.69,185.42,3.2,0.4,3.82,0.46,1.11,0.28,0.65,0.6,4,4,0,0,165.1,56.69,165.1,3.65,0.4,3.04,0.64,0.0,0.0,1.0,0.5,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.5,33.0
1,17,5,1,0,182.88,92.97,193.04,3.79,0.53,3.76,0.5,0.5,0.31,0.78,0.2,19,13,0,0,190.5,92.97,187.96,0.43,0.18,4.07,0.13,0.0,0.0,0.33,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.7,30.7
0,14,10,0,0,162.56,52.15,165.1,3.84,0.37,5.19,0.48,1.08,0.28,0.75,0.8,16,9,0,0,160.02,52.15,162.56,5.54,0.43,5.51,0.57,0.31,0.22,0.74,0.2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.8,39.7
1,13,6,0,0,175.26,70.29,177.8,1.97,0.53,1.85,0.5,2.06,0.48,0.14,1.4,21,4,0,0,172.72,70.29,185.42,2.14,0.46,2.52,0.56,1.97,0.43,0.76,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.9,29.4
1,23,8,1,1,180.34,70.29,180.34,2.96,0.42,3.47,0.49,2.3,0.32,0.37,1.2,9,3,0,2,170.18,61.22,172.72,2.48,0.43,3.44,0.5,4.36,0.35,0.55,1.4,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.9,31.9
0,12,6,0,0,185.42,70.29,187.96,2.12,0.48,2.25,0.49,0.66,1.0,0.55,0.7,14,3,0,1,180.34,70.29,185.42,5.39,0.55,4.61,0.41,4.19,0.39,0.7,1.5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.5,29.6
0,12,4,0,0,175.26,61.22,180.34,2.44,0.36,2.66,0.55,2.4,0.25,0.45,1.8,23,9,0,0,165.1,61.22,175.26,3.82,0.48,4.47,0.44,5.4,0.41,0.52,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.4,33.8
1,11,2,0,0,167.64,56.69,175.26,7.25,0.48,5.04,0.55,0.0,0.0,0.66,0.0,14,9,0,0,162.56,56.69,167.64,5.24,0.43,5.86,0.52,1.3,0.19,0.75,0.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,36.9
1,23,1,1,0,182.88,77.1,187.96,4.78,0.52,3.58,0.53,3.95,0.34,0.91,0.2,13,6,0,0,182.88,77.1,193.04,2.9,0.51,3.57,0.44,1.12,0.27,0.5,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.8,37.0
1,13,2,0,0,162.56,56.69,167.64,5.24,0.44,4.21,0.59,1.86,0.31,0.8,0.8,14,7,0,0,165.1,56.69,170.18,3.96,0.47,4.32,0.61,0.75,0.26,0.67,0.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.2,32.8
0,15,7,0,1,172.72,61.22,175.26,3.13,0.4,2.92,0.55,0.87,0.3,0.76,0.1,15,4,0,0,172.72,61.22,172.72,2.84,0.41,3.72,0.51,1.28,0.43,0.9,0.5,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.7,33.9
0,31,9,0,0,182.88,77.1,185.42,4.78,0.41,4.68,0.61,0.6,0.27,0.71,0.0,31,13,0,2,185.42,83.9,185.42,4.5,0.52,4.33,0.51,1.14,0.52,0.76,0.7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.8,31.8
1,25,10,0,1,190.5,77.1,203.2,4.72,0.62,2.64,0.57,0.0,0.0,0.75,0.2,12,6,0,0,185.42,83.9,187.96,4.79,0.57,4.53,0.47,1.5,0.17,0.42,0.2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.5,31.2
0,13,8,0,0,165.1,52.15,170.18,2.74,0.4,2.5,0.53,0.75,0.33,0.35,1.7,11,3,0,0,154.94,52.15,154.94,4.18,0.36,5.29,0.57,2.74,0.37,0.81,0.1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.1,30.4
0,17,8,0,1,185.42,83.9,190.5,3.54,0.48,4.05,0.5,1.71,0.24,0.8,0.1,19,6,0,0,177.8,83.9,185.42,4.59,0.5,3.59,0.53,1.87,0.42,0.57,0.9,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.2,34.4
1,8,4,0,0,193.04,83.9,203.2,2.88,0.53,3.08,0.54,1.49,0.4,0.5,0.8,8,4,0,0,177.8,83.9,187.96,0.99,0.3,3.85,0.46,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,37.3
1,22,3,0,0,190.5,92.97,200.66,2.62,0.65,0.89,0.41,6.58,0.6,0.6,2.4,14,9,0,0,182.88,120.18,190.5,6.55,0.5,6.32,0.51,1.35,0.26,0.66,0.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.1,40.2
0,11,4,0,0,180.34,70.29,185.42,3.42,0.4,3.18,0.58,0.46,1.0,0.63,0.0,10,3,0,0,185.42,77.1,180.34,5.49,0.6,3.46,0.56,0.37,0.5,0.55,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.7,32.2
1,19,6,0,0,172.72,61.22,177.8,4.44,0.49,4.09,0.56,0.38,0.35,0.68,0.1,16,10,0,0,170.18,61.22,177.8,3.57,0.37,4.0,0.53,0.59,0.4,0.58,0.5,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.2,34.7
1,16,3,1,0,185.42,70.29,187.96,4.53,0.51,2.96,0.38,2.59,0.34,0.55,2.2,10,4,0,0,172.72,65.76,175.26,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.8,31.3
0,8,5,0,0,160.02,52.15,160.02,3.41,0.53,3.26,0.51,0.46,0.6,0.53,0.0,10,6,0,0,165.1,52.15,162.56,4.41,0.46,4.57,0.58,1.08,0.32,0.6,0.1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.6,33.0
1,29,11,1,0,187.96,92.97,198.12,3.44,0.49,3.03,0.52,1.03,0.48,0.69,0.3,14,5,0,0,193.04,92.97,198.12,4.16,0.5,2.91,0.51,0.66,0.23,0.85,0.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.4,33.4
1,22,11,0,0,195.58,92.97,200.66,3.2,0.39,4.21,0.43,1.17,0.31,0.52,1.5,19,11,1,1,185.42,92.97,190.5,4.26,0.43,3.34,0.47,3.77,0.49,0.75,0.1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.9,31.6
1,16,7,0,0,172.72,61.22,175.26,5.25,0.44,3.89,0.55,1.14,0.4,0.61,0.2,17,9,0,0,175.26,61.22,172.72,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.6,34.0
1,18,6,0,0,175.26,56.69,172.72,4.58,0.34,4.48,0.62,0.31,0.15,0.5,0.3,13,6,0,0,160.02,52.15,167.64,4.29,0.39,3.24,0.6,2.06,0.53,0.83,0.6,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.5,31.9
0,22,10,0,0,177.8,70.29,185.42,6.56,0.46,7.44,0.51,1.11,0.31,0.73,0.0,16,3,0,0,177.8,70.29,185.42,7.87,0.6,4.2,0.52,2.0,0.66,0.88,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.2,30.3
0,11,4,0,0,170.18,61.22,177.8,3.8,0.43,4.16,0.61,0.33,0.11,0.54,1.1,21,6,0,0,172.72,56.69,175.26,2.64,0.6,1.96,0.5,1.42,0.24,0.3,0.9,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.9,33.8
1,13,7,0,0,162.56,56.69,172.72,3.84,0.47,4.83,0.55,1.72,0.43,0.75,0.6,13,11,0,0,167.64,56.69,175.26,4.62,0.45,3.91,0.61,1.65,0.52,0.53,0.6,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.6,36.4
1,24,19,0,0,177.8,70.29,185.42,4.23,0.39,3.8,0.58,0.61,0.4,0.81,0.0,15,4,0,1,180.34,70.29,187.96,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.1,42.0
1,22,3,0,0,160.02,52.15,162.56,1.97,0.38,2.55,0.57,2.37,0.33,0.73,1.8,18,14,0,0,160.02,52.15,162.56,5.47,0.5,4.92,0.61,0.81,0.32,0.75,0.1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.1,40.5
1,16,1,0,0,170.18,56.69,177.8,2.99,0.6,2.69,0.46,2.73,0.44,0.45,1.6,8,3,0,0,172.72,56.69,172.72,3.97,0.46,5.17,0.44,2.28,0.36,0.53,0.3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.5,34.1
